SalesOrderNumber,SalesOrderLineNumber,ProductKey,ResellerKey,EmployeeKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
RS40126,3,17,24,4,1,4,6,20241222,20250106,20241230,5,391.05,1955.25,0.0,333.47,1667.35,1955.25,146.64,56.85,TRK536294,RESPO161204
RS40127,4,65,21,7,1,4,6,20241013,20241031,20241020,12,49.64,595.68,0.0,28.43,341.16,595.68,44.68,15.16,TRK634992,RESPO453669
RS40127,3,70,18,7,2,1,1,20250308,20250327,20250314,10,26.27,262.7,13.13,13.17,131.7,249.57,18.72,12.17,TRK286410,RESPO626417
RS40128,1,39,9,12,3,2,4,20250314,20250404,20250316,1,1830.33,1830.33,183.03,1472.24,1472.24,1647.3,123.55,81.52,TRK144957,RESPO263518
RS40129,6,48,20,9,2,3,5,20240825,20240915,20240828,5,496.93,2484.65,124.23,452.27,2261.35,2360.42,177.03,41.42,TRK938139,RESPO441813
RS40130,6,9,21,4,1,4,6,20250507,20250520,20250517,1,1134.86,1134.86,0.0,963.57,963.57,1134.86,85.11,18.37,TRK874011,RESPO290997
RS40131,5,37,7,12,3,2,4,20250621,20250709,20250630,3,596.94,1790.82,179.08,471.59,1414.77,1611.74,120.88,58.98,TRK251070,RESPO623852
RS40132,1,55,15,8,3,1,3,20241026,20241104,20241102,20,35.02,700.4,70.04,23.6,472.0,630.36,47.28,23.64,TRK987056,RESPO640345
RS40132,2,48,11,8,3,1,3,20240312,20240330,20240322,2,496.93,993.86,99.39,452.27,904.54,894.47,67.09,29.88,TRK946965,RESPO956011
RS40132,1,18,7,12,1,2,4,20250913,20250930,20250919,1,381.25,381.25,0.0,312.58,312.58,381.25,28.59,7.63,TRK754382,RESPO197102
RS40133,6,49,4,12,1,2,4,20250301,20250316,20250310,1,576.65,576.65,0.0,463.15,463.15,576.65,43.25,13.95,TRK461766,RESPO125402
RS40134,2,22,35,13,1,1,2,20240330,20240420,20240406,4,2464.01,9856.04,0.0,2097.84,8391.36,9856.04,739.2,377.29,TRK603399,RESPO586813
RS40135,5,34,21,12,2,4,6,20240929,20241006,20241006,3,538.63,1615.89,80.79,449.62,1348.86,1535.1,115.13,49.02,TRK249365,RESPO748661
RS40136,1,66,6,13,3,1,2,20250721,20250805,20250725,12,45.36,544.32,54.43,25.09,301.08,489.89,36.74,11.48,TRK853180,RESPO560887
RS40136,6,61,8,3,1,4,6,20240808,20240818,20240812,5,36.76,183.8,0.0,22.14,110.7,183.8,13.79,4.03,TRK978560,RESPO130688
RS40137,4,24,21,3,2,4,6,20250803,20250824,20250807,2,1646.67,3293.34,164.67,1464.07,2928.14,3128.67,234.65,146.54,TRK205706,RESPO868401
RS40138,2,42,28,14,2,1,2,20240829,20240910,20240905,1,1739.71,1739.71,86.99,1576.33,1576.33,1652.72,123.95,56.79,TRK836593,RESPO356399
RS40139,6,70,37,6,2,1,2,20241111,20241128,20241120,10,26.27,262.7,13.13,13.17,131.7,249.57,18.72,6.07,TRK872921,RESPO879784
RS40140,3,29,32,12,1,2,4,20240121,20240206,20240130,4,533.41,2133.64,0.0,503.82,2015.28,2133.64,160.02,74.65,TRK740903,RESPO850246
RS40141,2,24,8,15,2,4,6,20250819,20250902,20250822,4,1646.67,6586.68,329.33,1464.07,5856.28,6257.35,469.3,189.96,TRK269963,RESPO158130
RS40142,2,32,22,11,1,4,6,20250623,20250707,20250630,5,568.17,2840.85,0.0,500.36,2501.8,2840.85,213.06,133.16,TRK244992,RESPO707732
RS40143,3,67,36,5,1,1,3,20251122,20251205,20251124,8,49.63,397.04,0.0,28.93,231.44,397.04,29.78,16.42,TRK674598,RESPO297594
RS40143,4,5,12,1,3,3,5,20250515,20250530,20250525,3,1564.21,4692.63,469.26,1294.67,3884.01,4223.37,316.75,153.01,TRK630490,RESPO696557
RS40144,2,45,29,11,2,4,6,20250116,20250202,20250126,2,499.27,998.54,49.93,427.6,855.2,948.61,71.15,36.39,TRK513501,RESPO163838
RS40145,5,26,3,2,4,1,1,20240829,20240918,20240905,3,1722.43,5167.29,775.09,1447.45,4342.35,4392.2,329.41,207.7,TRK214798,RESPO582570
RS40145,1,45,5,12,3,2,4,20250807,20250826,20250811,2,499.27,998.54,99.85,427.6,855.2,898.69,67.4,41.74,TRK774141,RESPO705225
RS40145,5,45,11,5,1,1,3,20250504,20250514,20250506,1,499.27,499.27,0.0,427.6,427.6,499.27,37.45,12.33,TRK741812,RESPO963239
RS40146,1,1,13,14,4,1,2,20240325,20240410,20240328,4,1619.34,6477.36,971.6,1293.6,5174.4,5505.76,412.93,123.13,TRK252236,RESPO517143
RS40146,4,20,4,12,1,2,4,20240430,20240513,20240509,1,2725.25,2725.25,0.0,2197.87,2197.87,2725.25,204.39,123.55,TRK889221,RESPO792251
RS40147,4,7,9,12,3,2,4,20251120,20251128,20251124,5,1098.01,5490.05,549.0,904.22,4521.1,4941.05,370.58,89.55,TRK289485,RESPO143884
RS40148,4,5,8,8,2,4,6,20251108,20251129,20251113,2,1564.21,3128.42,156.42,1294.67,2589.34,2972.0,222.9,121.82,TRK307567,RESPO753235
RS40149,6,5,14,8,1,1,3,20250124,20250202,20250202,5,1564.21,7821.05,0.0,1294.67,6473.35,7821.05,586.58,209.65,TRK782231,RESPO797453
RS40150,1,67,20,1,3,3,5,20241015,20241103,20241025,8,49.63,397.04,39.7,28.93,231.44,357.34,26.8,7.56,TRK816221,RESPO513960
RS40150,2,18,34,15,3,4,6,20250813,20250829,20250819,3,381.25,1143.75,114.38,312.58,937.74,1029.37,77.2,39.4,TRK493820,RESPO235064
RS40150,1,25,2,12,2,2,4,20240308,20240327,20240313,3,1797.15,5391.45,269.57,1485.17,4455.51,5121.88,384.14,222.12,TRK850437,RESPO799348
RS40151,4,45,37,6,2,1,2,20240118,20240126,20240122,6,499.27,2995.62,149.78,427.6,2565.6,2845.84,213.44,120.02,TRK388842,RESPO300022
RS40151,2,46,28,14,1,1,2,20250131,20250220,20250202,3,500.88,1502.64,0.0,470.4,1411.2,1502.64,112.7,38.68,TRK371955,RESPO178589
RS40152,4,4,10,9,3,3,5,20250308,20250318,20250318,4,1683.4,6733.6,673.36,1307.47,5229.88,6060.24,454.52,117.02,TRK618895,RESPO391431
RS40152,1,22,4,12,2,2,4,20240328,20240410,20240402,4,2464.01,9856.04,492.8,2097.84,8391.36,9363.24,702.24,281.77,TRK236301,RESPO232626
RS40153,6,68,19,12,1,2,4,20240611,20240618,20240616,10,23.53,235.3,0.0,13.97,139.7,235.3,17.65,10.35,TRK835262,RESPO844836
RS40153,4,5,19,12,1,2,4,20250922,20251008,20251001,1,1564.21,1564.21,0.0,1294.67,1294.67,1564.21,117.32,43.35,TRK486469,RESPO543745
RS40154,2,9,20,11,2,3,5,20241222,20250101,20241228,4,1134.86,4539.44,226.97,963.57,3854.28,4312.47,323.44,120.83,TRK602867,RESPO982459
RS40155,1,18,7,12,1,2,4,20240423,20240512,20240503,4,381.25,1525.0,0.0,312.58,1250.32,1525.0,114.38,25.23,TRK228594,RESPO140611
RS40155,1,4,14,8,1,1,3,20250405,20250419,20250409,5,1683.4,8417.0,0.0,1307.47,6537.35,8417.0,631.27,243.69,TRK544392,RESPO641358
RS40156,5,70,3,2,1,1,1,20251117,20251124,20251120,15,26.27,394.05,0.0,13.17,197.55,394.05,29.55,10.96,TRK459366,RESPO838516
RS40157,4,60,4,12,1,2,4,20250222,20250312,20250227,8,35.89,287.12,0.0,20.78,166.24,287.12,21.53,8.86,TRK448273,RESPO183579
RS40157,2,37,4,12,4,2,4,20250518,20250526,20250523,5,596.94,2984.7,447.7,471.59,2357.95,2537.0,190.28,64.71,TRK125994,RESPO118276
RS40158,6,56,37,6,1,1,2,20250624,20250707,20250630,10,37.4,374.0,0.0,21.17,211.7,374.0,28.05,14.46,TRK620276,RESPO131125
RS40158,5,16,14,5,1,1,3,20251118,20251201,20251122,3,407.91,1223.73,0.0,321.39,964.17,1223.73,91.78,52.78,TRK962543,RESPO949206
RS40159,5,33,29,14,3,4,6,20250323,20250331,20250402,4,593.93,2375.72,237.57,507.46,2029.84,2138.15,160.36,93.68,TRK352232,RESPO971044
RS40160,3,61,9,12,1,2,4,20240929,20241011,20241001,5,36.76,183.8,0.0,22.14,110.7,183.8,13.79,5.35,TRK891775,RESPO171105
RS40161,1,7,8,8,1,4,6,20250423,20250511,20250429,5,1098.01,5490.05,0.0,904.22,4521.1,5490.05,411.75,106.24,TRK714008,RESPO347413
RS40162,3,9,35,14,3,1,2,20251008,20251018,20251011,6,1134.86,6809.16,680.92,963.57,5781.42,6128.24,459.62,241.3,TRK432048,RESPO922563
RS40163,5,6,12,11,2,3,5,20240208,20240228,20240217,5,1512.69,7563.45,378.17,1401.2,7006.0,7185.28,538.9,310.94,TRK514187,RESPO921376
RS40164,6,68,39,8,1,1,3,20240307,20240315,20240315,20,23.53,470.6,0.0,13.97,279.4,470.6,35.3,10.33,TRK500788,RESPO732277
RS40165,1,38,36,5,3,1,3,20240411,20240425,20240420,4,1759.17,7036.68,703.67,1457.25,5829.0,6333.01,474.98,127.9,TRK698755,RESPO379103
RS40165,6,30,16,9,1,3,5,20240803,20240819,20240809,3,532.71,1598.13,0.0,476.63,1429.89,1598.13,119.86,65.19,TRK711177,RESPO696076
RS40166,6,58,8,13,1,4,6,20240927,20241006,20240929,5,37.61,188.05,0.0,23.3,116.5,188.05,14.1,3.91,TRK324754,RESPO589966
RS40167,2,66,4,12,3,2,4,20240418,20240505,20240420,15,45.36,680.4,68.04,25.09,376.35,612.36,45.93,11.09,TRK761467,RESPO942268
RS40168,5,13,17,14,1,1,2,20251201,20251217,20251211,1,417.24,417.24,0.0,301.9,301.9,417.24,31.29,16.51,TRK917930,RESPO713115
RS40168,5,19,29,15,1,4,6,20250331,20250415,20250406,1,2711.94,2711.94,0.0,2212.17,2212.17,2711.94,203.4,132.04,TRK793618,RESPO632904
RS40169,3,10,2,12,1,2,4,20240521,20240605,20240531,3,1246.82,3740.46,0.0,874.99,2624.97,3740.46,280.53,77.15,TRK873267,RESPO344462
RS40170,1,57,37,14,1,1,2,20240112,20240123,20240122,10,35.28,352.8,0.0,20.87,208.7,352.8,26.46,11.95,TRK149096,RESPO539130
RS40171,1,41,31,12,1,2,4,20240703,20240714,20240711,6,1733.34,10400.04,0.0,1425.74,8554.44,10400.04,780.0,462.53,TRK195948,RESPO901751
RS40172,6,21,6,14,2,1,2,20250827,20250909,20250906,4,2660.48,10641.92,532.1,2013.24,8052.96,10109.82,758.24,247.33,TRK629202,RESPO257744
RS40173,6,51,30,15,2,3,5,20240930,20241008,20241006,20,5.31,106.2,5.31,2.07,41.4,100.89,7.57,1.67,TRK928868,RESPO192732
RS40174,2,55,38,5,1,1,3,20250521,20250604,20250527,10,35.02,350.2,0.0,23.6,236.0,350.2,26.26,16.28,TRK806942,RESPO947752
RS40175,6,29,36,8,1,1,3,20240419,20240506,20240427,6,533.41,3200.46,0.0,503.82,3022.92,3200.46,240.03,135.27,TRK290552,RESPO407075
RS40176,6,54,3,7,1,1,1,20250916,20250927,20250924,20,33.08,661.6,0.0,21.77,435.4,661.6,49.62,18.64,TRK126865,RESPO378548
RS40177,4,66,29,5,1,4,6,20240112,20240121,20240116,8,45.36,362.88,0.0,25.09,200.72,362.88,27.22,7.39,TRK472843,RESPO708171
RS40178,2,53,16,11,1,3,5,20240101,20240112,20240111,15,33.96,509.4,0.0,22.5,337.5,509.4,38.2,16.6,TRK519567,RESPO658580
RS40179,2,30,33,14,3,1,2,20240520,20240608,20240530,1,532.71,532.71,53.27,476.63,476.63,479.44,35.96,23.72,TRK566799,RESPO731182
RS40180,1,9,37,13,2,1,2,20240305,20240321,20240310,1,1134.86,1134.86,56.74,963.57,963.57,1078.12,80.86,19.54,TRK475125,RESPO793298
RS40181,1,21,39,5,1,1,3,20240826,20240907,20240830,6,2660.48,15962.88,0.0,2013.24,12079.44,15962.88,1197.22,358.64,TRK360702,RESPO145918
RS40182,2,42,17,14,1,1,2,20241206,20241218,20241212,5,1739.71,8698.55,0.0,1576.33,7881.65,8698.55,652.39,367.88,TRK886931,RESPO416762
RS40183,2,19,32,12,2,2,4,20250315,20250402,20250321,1,2711.94,2711.94,135.6,2212.17,2212.17,2576.34,193.23,67.31,TRK386890,RESPO129627
RS40183,1,54,37,13,1,1,2,20250510,20250529,20250520,5,33.08,165.4,0.0,21.77,108.85,165.4,12.4,7.67,TRK232935,RESPO834207
RS40183,1,69,17,14,2,1,2,20250713,20250802,20250721,15,23.46,351.9,17.59,14.58,218.7,334.31,25.07,11.35,TRK584153,RESPO973807
RS40183,1,19,36,5,1,1,3,20241004,20241023,20241009,3,2711.94,8135.82,0.0,2212.17,6636.51,8135.82,610.19,239.84,TRK980525,RESPO442305
RS40184,5,24,40,8,1,1,3,20240928,20241014,20241003,6,1646.67,9880.02,0.0,1464.07,8784.42,9880.02,741.0,336.98,TRK832829,RESPO710029
RS40184,3,57,26,8,1,1,3,20241115,20241127,20241121,15,35.28,529.2,0.0,20.87,313.05,529.2,39.69,20.69,TRK428786,RESPO942613
RS40185,6,15,4,12,1,2,4,20250905,20250924,20250914,5,410.41,2052.05,0.0,315.14,1575.7,2052.05,153.9,79.59,TRK478867,RESPO358365
RS40185,2,6,25,12,1,2,4,20240321,20240410,20240331,1,1512.69,1512.69,0.0,1401.2,1401.2,1512.69,113.45,45.06,TRK889269,RESPO908758
RS40186,1,51,36,5,1,1,3,20250224,20250311,20250302,12,5.31,63.72,0.0,2.07,24.84,63.72,4.78,3.13,TRK443569,RESPO490477
RS40187,3,8,39,8,1,1,3,20240126,20240214,20240130,4,1216.49,4865.96,0.0,956.83,3827.32,4865.96,364.95,174.17,TRK413223,RESPO656115
RS40188,3,33,38,5,1,1,3,20250120,20250208,20250130,1,593.93,593.93,0.0,507.46,507.46,593.93,44.54,29.67,TRK743186,RESPO556034
RS40189,3,64,28,13,1,1,2,20250322,20250403,20250330,5,32.57,162.85,0.0,23.51,117.55,162.85,12.21,3.94,TRK481878,RESPO613832
RS40189,2,44,29,9,2,4,6,20241111,20241130,20241121,1,576.77,576.77,28.84,461.7,461.7,547.93,41.09,22.95,TRK944381,RESPO738174
RS40190,4,55,2,12,3,2,4,20250113,20250201,20250117,8,35.02,280.16,28.02,23.6,188.8,252.14,18.91,6.06,TRK995786,RESPO764307
RS40191,5,54,12,11,1,3,5,20240421,20240503,20240426,20,33.08,661.6,0.0,21.77,435.4,661.6,49.62,19.11,TRK156307,RESPO109600
RS40191,4,21,28,6,1,1,2,20241028,20241110,20241106,1,2660.48,2660.48,0.0,2013.24,2013.24,2660.48,199.54,56.77,TRK827658,RESPO788541
RS40192,1,40,31,12,3,2,4,20250919,20250928,20250925,2,1651.91,3303.82,330.38,1421.92,2843.84,2973.44,223.01,51.61,TRK843588,RESPO204768
RS40192,1,48,6,14,1,1,2,20250613,20250702,20250623,3,496.93,1490.79,0.0,452.27,1356.81,1490.79,111.81,55.73,TRK115743,RESPO213610
RS40192,2,67,31,12,2,2,4,20250726,20250811,20250802,12,49.63,595.56,29.78,28.93,347.16,565.78,42.43,11.02,TRK565660,RESPO923754
RS40192,6,35,1,15,4,3,5,20250222,20250313,20250302,2,546.42,1092.84,163.93,467.94,935.88,928.91,69.67,39.7,TRK179838,RESPO254428
RS40192,3,22,8,1,1,4,6,20240822,20240901,20240830,2,2464.01,4928.02,0.0,2097.84,4195.68,4928.02,369.6,200.77,TRK462512,RESPO830264
RS40192,5,50,38,5,2,1,3,20251012,20251021,20251018,12,27.1,325.2,16.26,13.75,165.0,308.94,23.17,6.46,TRK234130,RESPO229400
RS40193,4,30,36,8,1,1,3,20241001,20241012,20241007,3,532.71,1598.13,0.0,476.63,1429.89,1598.13,119.86,26.61,TRK784532,RESPO485275
RS40194,2,60,19,12,1,2,4,20240720,20240730,20240724,20,35.89,717.8,0.0,20.78,415.6,717.8,53.83,32.01,TRK847556,RESPO569184
RS40194,4,69,19,12,3,2,4,20240327,20240415,20240401,20,23.46,469.2,46.92,14.58,291.6,422.28,31.67,13.0,TRK354695,RESPO796776
RS40195,1,22,19,12,1,2,4,20250722,20250812,20250731,2,2464.01,4928.02,0.0,2097.84,4195.68,4928.02,369.6,166.87,TRK470808,RESPO848910
RS40195,3,70,1,1,2,3,5,20250131,20250212,20250205,5,26.27,131.35,6.57,13.17,65.85,124.78,9.36,6.07,TRK134812,RESPO505393
RS40195,3,30,39,8,1,1,3,20240528,20240617,20240602,6,532.71,3196.26,0.0,476.63,2859.78,3196.26,239.72,77.79,TRK420427,RESPO112389
RS40196,5,14,3,7,2,1,1,20250209,20250302,20250212,1,363.46,363.46,18.17,290.0,290.0,345.29,25.9,10.5,TRK983488,RESPO545628
RS40197,4,23,23,4,1,1,1,20251117,20251124,20251127,3,1640.7,4922.1,0.0,1453.1,4359.3,4922.1,369.16,238.44,TRK320479,RESPO959254
RS40197,1,47,35,3,2,1,2,20240810,20240817,20240817,4,559.21,2236.84,111.84,455.26,1821.04,2125.0,159.38,65.37,TRK352626,RESPO774915
RS40198,5,16,39,5,1,1,3,20250529,20250616,20250606,5,407.91,2039.55,0.0,321.39,1606.95,2039.55,152.97,67.18,TRK942955,RESPO752317
RS40198,5,55,37,14,1,1,2,20240607,20240614,20240613,15,35.02,525.3,0.0,23.6,354.0,525.3,39.4,24.15,TRK429779,RESPO604617
RS40199,2,18,38,8,1,1,3,20250405,20250412,20250408,1,381.25,381.25,0.0,312.58,312.58,381.25,28.59,14.81,TRK864306,RESPO727276
RS40200,5,49,35,10,1,1,2,20240727,20240810,20240731,2,576.65,1153.3,0.0,463.15,926.3,1153.3,86.5,50.87,TRK646794,RESPO346903
RS40201,2,14,16,9,4,3,5,20251106,20251127,20251111,1,363.46,363.46,54.52,290.0,290.0,308.94,23.17,10.58,TRK280777,RESPO642198
RS40202,1,7,33,14,3,1,2,20240620,20240627,20240624,5,1098.01,5490.05,549.0,904.22,4521.1,4941.05,370.58,99.31,TRK341192,RESPO284265
RS40203,1,3,1,1,1,3,5,20250417,20250502,20250427,6,1643.93,9863.58,0.0,1439.58,8637.48,9863.58,739.77,297.77,TRK940997,RESPO809608
RS40204,1,50,31,12,1,2,4,20241029,20241109,20241031,5,27.1,135.5,0.0,13.75,68.75,135.5,10.16,2.93,TRK859699,RESPO346658
RS40204,4,38,36,8,1,1,3,20240328,20240408,20240405,6,1759.17,10555.02,0.0,1457.25,8743.5,10555.02,791.63,376.15,TRK921075,RESPO887559
RS40205,1,18,36,5,1,1,3,20250825,20250901,20250827,3,381.25,1143.75,0.0,312.58,937.74,1143.75,85.78,29.82,TRK308200,RESPO868957
RS40205,5,59,2,12,1,2,4,20241012,20241025,20241021,8,34.14,273.12,0.0,22.49,179.92,273.12,20.48,13.12,TRK974607,RESPO178153
RS40206,4,3,22,15,1,4,6,20250319,20250330,20250322,6,1643.93,9863.58,0.0,1439.58,8637.48,9863.58,739.77,483.67,TRK177411,RESPO113675
RS40207,4,48,26,8,2,1,3,20240818,20240902,20240825,1,496.93,496.93,24.85,452.27,452.27,472.08,35.41,23.39,TRK205456,RESPO518196
RS40208,2,35,40,8,1,1,3,20240116,20240129,20240124,1,546.42,546.42,0.0,467.94,467.94,546.42,40.98,15.22,TRK674865,RESPO312129
RS40209,5,19,19,12,2,2,4,20250801,20250815,20250803,5,2711.94,13559.7,677.99,2212.17,11060.85,12881.71,966.13,473.58,TRK653600,RESPO345450
RS40210,6,56,35,14,1,1,2,20251012,20251029,20251021,15,37.4,561.0,0.0,21.17,317.55,561.0,42.07,19.52,TRK919555,RESPO744208
RS40211,1,47,5,12,3,2,4,20250315,20250331,20250324,3,559.21,1677.63,167.76,455.26,1365.78,1509.87,113.24,32.19,TRK495370,RESPO124509
RS40212,3,31,39,5,3,1,3,20240515,20240529,20240525,1,607.14,607.14,60.71,496.89,496.89,546.43,40.98,16.45,TRK705355,RESPO686225
RS40212,5,49,12,1,4,3,5,20250720,20250801,20250724,3,576.65,1729.95,259.49,463.15,1389.45,1470.46,110.28,66.05,TRK176377,RESPO922046
RS40213,6,47,30,11,1,3,5,20240430,20240508,20240504,5,559.21,2796.05,0.0,455.26,2276.3,2796.05,209.7,87.01,TRK611996,RESPO411215
RS40214,5,24,25,12,1,2,4,20251022,20251109,20251030,1,1646.67,1646.67,0.0,1464.07,1464.07,1646.67,123.5,56.48,TRK244463,RESPO556909
RS40215,4,23,18,2,2,1,1,20250503,20250510,20250509,2,1640.7,3281.4,164.07,1453.1,2906.2,3117.33,233.8,83.23,TRK856029,RESPO866940
RS40216,4,35,24,15,1,4,6,20250720,20250809,20250722,2,546.42,1092.84,0.0,467.94,935.88,1092.84,81.96,29.65,TRK434454,RESPO556253
RS40217,5,17,33,3,1,1,2,20250110,20250117,20250112,5,391.05,1955.25,0.0,333.47,1667.35,1955.25,146.64,63.34,TRK166447,RESPO762824
RS40218,2,29,26,8,1,1,3,20240224,20240306,20240304,4,533.41,2133.64,0.0,503.82,2015.28,2133.64,160.02,66.31,TRK286253,RESPO627537
RS40218,5,42,11,8,1,1,3,20250512,20250521,20250516,1,1739.71,1739.71,0.0,1576.33,1576.33,1739.71,130.48,57.77,TRK822308,RESPO374535
RS40218,3,31,29,2,4,4,6,20240315,20240322,20240324,2,607.14,1214.28,182.14,496.89,993.78,1032.14,77.41,29.55,TRK169112,RESPO161779
RS40218,1,8,23,2,2,1,1,20240102,20240122,20240105,1,1216.49,1216.49,60.82,956.83,956.83,1155.67,86.68,42.03,TRK430284,RESPO294961
RS40219,2,11,28,3,1,1,2,20250327,20250403,20250329,6,1246.13,7476.78,0.0,980.12,5880.72,7476.78,560.76,126.08,TRK584835,RESPO174323
RS40219,6,41,28,3,4,1,2,20240919,20240927,20240929,1,1733.34,1733.34,260.0,1425.74,1425.74,1473.34,110.5,68.82,TRK701885,RESPO923349
RS40220,4,42,20,11,3,3,5,20240524,20240609,20240603,2,1739.71,3479.42,347.94,1576.33,3152.66,3131.48,234.86,134.37,TRK700922,RESPO323701
RS40221,6,45,27,9,1,3,5,20250428,20250506,20250508,5,499.27,2496.35,0.0,427.6,2138.0,2496.35,187.23,104.37,TRK248112,RESPO597166
RS40222,2,40,13,14,1,1,2,20240313,20240325,20240323,1,1651.91,1651.91,0.0,1421.92,1421.92,1651.91,123.89,26.83,TRK796241,RESPO740442
RS40222,6,29,26,5,1,1,3,20241030,20241111,20241108,1,533.41,533.41,0.0,503.82,503.82,533.41,40.01,11.98,TRK368470,RESPO649472
RS40222,4,44,16,9,1,3,5,20250219,20250226,20250227,4,576.77,2307.08,0.0,461.7,1846.8,2307.08,173.03,104.21,TRK569557,RESPO303168
RS40223,2,29,38,8,3,1,3,20250530,20250611,20250604,3,533.41,1600.23,160.02,503.82,1511.46,1440.21,108.02,31.44,TRK501211,RESPO936547
RS40223,3,52,20,9,1,3,5,20241208,20241226,20241210,15,15.56,233.4,0.0,8.05,120.75,233.4,17.5,3.93,TRK512586,RESPO477598
RS40224,6,43,29,6,1,4,6,20250210,20250302,20250212,1,1688.85,1688.85,0.0,1415.45,1415.45,1688.85,126.66,34.76,TRK722924,RESPO135666
RS40224,6,43,35,10,1,1,2,20251006,20251022,20251009,1,1688.85,1688.85,0.0,1415.45,1415.45,1688.85,126.66,66.7,TRK344916,RESPO204574
RS40225,2,13,6,13,3,1,2,20240407,20240419,20240413,5,417.24,2086.2,208.62,301.9,1509.5,1877.58,140.82,67.66,TRK838364,RESPO566810
RS40226,2,7,25,12,2,2,4,20250219,20250303,20250225,2,1098.01,2196.02,109.8,904.22,1808.44,2086.22,156.47,83.65,TRK832569,RESPO187197
RS40226,5,1,12,1,1,3,5,20250324,20250405,20250326,6,1619.34,9716.04,0.0,1293.6,7761.6,9716.04,728.7,452.18,TRK111089,RESPO265579
RS40226,3,7,27,1,1,3,5,20240807,20240826,20240813,3,1098.01,3294.03,0.0,904.22,2712.66,3294.03,247.05,148.89,TRK561535,RESPO764499
RS40227,2,44,40,5,1,1,3,20250519,20250608,20250523,4,576.77,2307.08,0.0,461.7,1846.8,2307.08,173.03,42.67,TRK586220,RESPO723861
RS40228,2,7,36,8,2,1,3,20251121,20251208,20251124,6,1098.01,6588.06,329.4,904.22,5425.32,6258.66,469.4,174.09,TRK150483,RESPO110195
RS40228,1,37,26,5,3,1,3,20240113,20240120,20240119,3,596.94,1790.82,179.08,471.59,1414.77,1611.74,120.88,35.64,TRK465124,RESPO232179
RS40229,6,28,3,4,1,1,1,20241018,20241103,20241021,1,1800.62,1800.62,0.0,1544.51,1544.51,1800.62,135.05,31.07,TRK332135,RESPO785707
RS40230,3,23,22,9,1,4,6,20240906,20240915,20240908,3,1640.7,4922.1,0.0,1453.1,4359.3,4922.1,369.16,230.48,TRK478898,RESPO506766
RS40231,1,5,5,12,4,2,4,20250806,20250819,20250814,4,1564.21,6256.84,938.53,1294.67,5178.68,5318.31,398.87,254.85,TRK964286,RESPO674093
RS40232,2,10,4,12,1,2,4,20240926,20241010,20241006,6,1246.82,7480.92,0.0,874.99,5249.94,7480.92,561.07,123.76,TRK380028,RESPO828118
RS40232,3,28,9,12,3,2,4,20241110,20241130,20241115,5,1800.62,9003.1,900.31,1544.51,7722.55,8102.79,607.71,286.33,TRK121507,RESPO102914
RS40233,2,63,26,8,3,1,3,20240609,20240626,20240616,12,32.46,389.52,38.95,21.38,256.56,350.57,26.29,9.36,TRK968684,RESPO111591
RS40234,1,64,5,12,1,2,4,20240513,20240527,20240523,12,32.57,390.84,0.0,23.51,282.12,390.84,29.31,18.16,TRK367146,RESPO292697
RS40235,3,8,38,5,3,1,3,20240602,20240622,20240605,6,1216.49,7298.94,729.89,956.83,5740.98,6569.05,492.68,148.85,TRK173131,RESPO115973
RS40236,5,6,3,7,3,1,1,20240217,20240303,20240225,4,1512.69,6050.76,605.08,1401.2,5604.8,5445.68,408.43,149.57,TRK635231,RESPO365580
RS40236,5,2,16,9,1,3,5,20250206,20250227,20250208,1,1526.98,1526.98,0.0,1338.0,1338.0,1526.98,114.52,46.64,TRK395268,RESPO811289
RS40236,2,59,22,6,2,4,6,20250710,20250718,20250714,15,34.14,512.1,25.61,22.49,337.35,486.49,36.49,14.98,TRK722245,RESPO872744
RS40237,6,55,38,8,1,1,3,20240824,20240912,20240828,8,35.02,280.16,0.0,23.6,188.8,280.16,21.01,13.55,TRK936071,RESPO108882
RS40237,1,59,10,11,1,3,5,20240320,20240407,20240324,10,34.14,341.4,0.0,22.49,224.9,341.4,25.6,8.18,TRK101150,RESPO566529
RS40238,2,12,8,13,3,4,6,20240819,20240829,20240827,3,1157.64,3472.92,347.29,897.63,2692.89,3125.63,234.42,124.96,TRK834447,RESPO276421
RS40239,4,22,7,12,3,2,4,20250621,20250709,20250623,3,2464.01,7392.03,739.2,2097.84,6293.52,6652.83,498.96,282.74,TRK819737,RESPO483822
RS40240,3,13,37,13,3,1,2,20250530,20250614,20250609,1,417.24,417.24,41.72,301.9,301.9,375.52,28.16,11.37,TRK185514,RESPO865806
RS40241,5,41,38,8,4,1,3,20240620,20240705,20240622,6,1733.34,10400.04,1560.01,1425.74,8554.44,8840.03,663.0,350.41,TRK843261,RESPO152789
RS40242,4,31,22,8,3,4,6,20250910,20250926,20250914,5,607.14,3035.7,303.57,496.89,2484.45,2732.13,204.91,123.04,TRK633222,RESPO710150
RS40243,5,23,31,12,4,2,4,20241114,20241123,20241118,3,1640.7,4922.1,738.32,1453.1,4359.3,4183.78,313.78,189.6,TRK857472,RESPO890618
