Date,Year,Month Number,Month,Month Year,Quarter,Year-Month,Day,Weekday,Weekday Number
2004-04-10,2004,4,Apr,Apr 2004,Q2,2004-04,10,Sat,6
2004-04-11,2004,4,Apr,Apr 2004,Q2,2004-04,11,Sun,7
2004-04-12,2004,4,Apr,Apr 2004,Q2,2004-04,12,Mon,1
2004-04-13,2004,4,Apr,Apr 2004,Q2,2004-04,13,Tue,2
2004-04-14,2004,4,Apr,Apr 2004,Q2,2004-04,14,Wed,3
2004-04-15,2004,4,Apr,Apr 2004,Q2,2004-04,15,Thu,4
2004-04-16,2004,4,Apr,Apr 2004,Q2,2004-04,16,Fri,5
2004-04-17,2004,4,Apr,Apr 2004,Q2,2004-04,17,Sat,6
2004-04-18,2004,4,Apr,Apr 2004,Q2,2004-04,18,Sun,7
2004-04-19,2004,4,Apr,Apr 2004,Q2,2004-04,19,Mon,1
2004-04-20,2004,4,Apr,Apr 2004,Q2,2004-04,20,Tue,2
2004-04-21,2004,4,Apr,Apr 2004,Q2,2004-04,21,Wed,3
2004-04-22,2004,4,Apr,Apr 2004,Q2,2004-04,22,Thu,4
2004-04-23,2004,4,Apr,Apr 2004,Q2,2004-04,23,Fri,5
2004-04-24,2004,4,Apr,Apr 2004,Q2,2004-04,24,Sat,6
2004-04-25,2004,4,Apr,Apr 2004,Q2,2004-04,25,Sun,7
2004-04-26,2004,4,Apr,Apr 2004,Q2,2004-04,26,Mon,1
2004-04-27,2004,4,Apr,Apr 2004,Q2,2004-04,27,Tue,2
2004-04-28,2004,4,Apr,Apr 2004,Q2,2004-04,28,Wed,3
2004-04-29,2004,4,Apr,Apr 2004,Q2,2004-04,29,Thu,4
2004-04-30,2004,4,Apr,Apr 2004,Q2,2004-04,30,Fri,5
2004-05-01,2004,5,May,May 2004,Q2,2004-05,1,Sat,6
2004-05-02,2004,5,May,May 2004,Q2,2004-05,2,Sun,7
2004-05-03,2004,5,May,May 2004,Q2,2004-05,3,Mon,1
2004-05-04,2004,5,May,May 2004,Q2,2004-05,4,Tue,2
2004-05-05,2004,5,May,May 2004,Q2,2004-05,5,Wed,3
2004-05-06,2004,5,May,May 2004,Q2,2004-05,6,Thu,4
2004-05-07,2004,5,May,May 2004,Q2,2004-05,7,Fri,5
2004-05-08,2004,5,May,May 2004,Q2,2004-05,8,Sat,6
2004-05-09,2004,5,May,May 2004,Q2,2004-05,9,Sun,7
2004-05-10,2004,5,May,May 2004,Q2,2004-05,10,Mon,1
2004-05-11,2004,5,May,May 2004,Q2,2004-05,11,Tue,2
2004-05-12,2004,5,May,May 2004,Q2,2004-05,12,Wed,3
2004-05-13,2004,5,May,May 2004,Q2,2004-05,13,Thu,4
2004-05-14,2004,5,May,May 2004,Q2,2004-05,14,Fri,5
2004-05-15,2004,5,May,May 2004,Q2,2004-05,15,Sat,6
2004-05-16,2004,5,May,May 2004,Q2,2004-05,16,Sun,7
2004-05-17,2004,5,May,May 2004,Q2,2004-05,17,Mon,1
2004-05-18,2004,5,May,May 2004,Q2,2004-05,18,Tue,2
2004-05-19,2004,5,May,May 2004,Q2,2004-05,19,Wed,3
2004-05-20,2004,5,May,May 2004,Q2,2004-05,20,Thu,4
2004-05-21,2004,5,May,May 2004,Q2,2004-05,21,Fri,5
2004-05-22,2004,5,May,May 2004,Q2,2004-05,22,Sat,6
2004-05-23,2004,5,May,May 2004,Q2,2004-05,23,Sun,7
2004-05-24,2004,5,May,May 2004,Q2,2004-05,24,Mon,1
2004-05-25,2004,5,May,May 2004,Q2,2004-05,25,Tue,2
2004-05-26,2004,5,May,May 2004,Q2,2004-05,26,Wed,3
2004-05-27,2004,5,May,May 2004,Q2,2004-05,27,Thu,4
2004-05-28,2004,5,May,May 2004,Q2,2004-05,28,Fri,5
2004-05-29,2004,5,May,May 2004,Q2,2004-05,29,Sat,6
2004-05-30,2004,5,May,May 2004,Q2,2004-05,30,Sun,7
2004-05-31,2004,5,May,May 2004,Q2,2004-05,31,Mon,1
2004-06-01,2004,6,Jun,Jun 2004,Q2,2004-06,1,Tue,2
2004-06-02,2004,6,Jun,Jun 2004,Q2,2004-06,2,Wed,3
2004-06-03,2004,6,Jun,Jun 2004,Q2,2004-06,3,Thu,4
2004-06-04,2004,6,Jun,Jun 2004,Q2,2004-06,4,Fri,5
2004-06-05,2004,6,Jun,Jun 2004,Q2,2004-06,5,Sat,6
2004-06-06,2004,6,Jun,Jun 2004,Q2,2004-06,6,Sun,7
2004-06-07,2004,6,Jun,Jun 2004,Q2,2004-06,7,Mon,1
2004-06-08,2004,6,Jun,Jun 2004,Q2,2004-06,8,Tue,2
2004-06-09,2004,6,Jun,Jun 2004,Q2,2004-06,9,Wed,3
2004-06-10,2004,6,Jun,Jun 2004,Q2,2004-06,10,Thu,4
2004-06-11,2004,6,Jun,Jun 2004,Q2,2004-06,11,Fri,5
2004-06-12,2004,6,Jun,Jun 2004,Q2,2004-06,12,Sat,6
2004-06-13,2004,6,Jun,Jun 2004,Q2,2004-06,13,Sun,7
2004-06-14,2004,6,Jun,Jun 2004,Q2,2004-06,14,Mon,1
2004-06-15,2004,6,Jun,Jun 2004,Q2,2004-06,15,Tue,2
2004-06-16,2004,6,Jun,Jun 2004,Q2,2004-06,16,Wed,3
2004-06-17,2004,6,Jun,Jun 2004,Q2,2004-06,17,Thu,4
2004-06-18,2004,6,Jun,Jun 2004,Q2,2004-06,18,Fri,5
2004-06-19,2004,6,Jun,Jun 2004,Q2,2004-06,19,Sat,6
2004-06-20,2004,6,Jun,Jun 2004,Q2,2004-06,20,Sun,7
2004-06-21,2004,6,Jun,Jun 2004,Q2,2004-06,21,Mon,1
2004-06-22,2004,6,Jun,Jun 2004,Q2,2004-06,22,Tue,2
2004-06-23,2004,6,Jun,Jun 2004,Q2,2004-06,23,Wed,3
2004-06-24,2004,6,Jun,Jun 2004,Q2,2004-06,24,Thu,4
2004-06-25,2004,6,Jun,Jun 2004,Q2,2004-06,25,Fri,5
2004-06-26,2004,6,Jun,Jun 2004,Q2,2004-06,26,Sat,6
2004-06-27,2004,6,Jun,Jun 2004,Q2,2004-06,27,Sun,7
2004-06-28,2004,6,Jun,Jun 2004,Q2,2004-06,28,Mon,1
2004-06-29,2004,6,Jun,Jun 2004,Q2,2004-06,29,Tue,2
2004-06-30,2004,6,Jun,Jun 2004,Q2,2004-06,30,Wed,3
2004-07-01,2004,7,Jul,Jul 2004,Q3,2004-07,1,Thu,4
2004-07-02,2004,7,Jul,Jul 2004,Q3,2004-07,2,Fri,5
2004-07-03,2004,7,Jul,Jul 2004,Q3,2004-07,3,Sat,6
2004-07-04,2004,7,Jul,Jul 2004,Q3,2004-07,4,Sun,7
2004-07-05,2004,7,Jul,Jul 2004,Q3,2004-07,5,Mon,1
2004-07-06,2004,7,Jul,Jul 2004,Q3,2004-07,6,Tue,2
2004-07-07,2004,7,Jul,Jul 2004,Q3,2004-07,7,Wed,3
2004-07-08,2004,7,Jul,Jul 2004,Q3,2004-07,8,Thu,4
2004-07-09,2004,7,Jul,Jul 2004,Q3,2004-07,9,Fri,5
2004-07-10,2004,7,Jul,Jul 2004,Q3,2004-07,10,Sat,6
2004-07-11,2004,7,Jul,Jul 2004,Q3,2004-07,11,Sun,7
2004-07-12,2004,7,Jul,Jul 2004,Q3,2004-07,12,Mon,1
2004-07-13,2004,7,Jul,Jul 2004,Q3,2004-07,13,Tue,2
2004-07-14,2004,7,Jul,Jul 2004,Q3,2004-07,14,Wed,3
2004-07-15,2004,7,Jul,Jul 2004,Q3,2004-07,15,Thu,4
2004-07-16,2004,7,Jul,Jul 2004,Q3,2004-07,16,Fri,5
2004-07-17,2004,7,Jul,Jul 2004,Q3,2004-07,17,Sat,6
2004-07-18,2004,7,Jul,Jul 2004,Q3,2004-07,18,Sun,7
2004-07-19,2004,7,Jul,Jul 2004,Q3,2004-07,19,Mon,1
2004-07-20,2004,7,Jul,Jul 2004,Q3,2004-07,20,Tue,2
2004-07-21,2004,7,Jul,Jul 2004,Q3,2004-07,21,Wed,3
2004-07-22,2004,7,Jul,Jul 2004,Q3,2004-07,22,Thu,4
2004-07-23,2004,7,Jul,Jul 2004,Q3,2004-07,23,Fri,5
2004-07-24,2004,7,Jul,Jul 2004,Q3,2004-07,24,Sat,6
2004-07-25,2004,7,Jul,Jul 2004,Q3,2004-07,25,Sun,7
2004-07-26,2004,7,Jul,Jul 2004,Q3,2004-07,26,Mon,1
2004-07-27,2004,7,Jul,Jul 2004,Q3,2004-07,27,Tue,2
2004-07-28,2004,7,Jul,Jul 2004,Q3,2004-07,28,Wed,3
2004-07-29,2004,7,Jul,Jul 2004,Q3,2004-07,29,Thu,4
2004-07-30,2004,7,Jul,Jul 2004,Q3,2004-07,30,Fri,5
2004-07-31,2004,7,Jul,Jul 2004,Q3,2004-07,31,Sat,6
2004-08-01,2004,8,Aug,Aug 2004,Q3,2004-08,1,Sun,7
2004-08-02,2004,8,Aug,Aug 2004,Q3,2004-08,2,Mon,1
2004-08-03,2004,8,Aug,Aug 2004,Q3,2004-08,3,Tue,2
2004-08-04,2004,8,Aug,Aug 2004,Q3,2004-08,4,Wed,3
2004-08-05,2004,8,Aug,Aug 2004,Q3,2004-08,5,Thu,4
2004-08-06,2004,8,Aug,Aug 2004,Q3,2004-08,6,Fri,5
2004-08-07,2004,8,Aug,Aug 2004,Q3,2004-08,7,Sat,6
2004-08-08,2004,8,Aug,Aug 2004,Q3,2004-08,8,Sun,7
2004-08-09,2004,8,Aug,Aug 2004,Q3,2004-08,9,Mon,1
2004-08-10,2004,8,Aug,Aug 2004,Q3,2004-08,10,Tue,2
2004-08-11,2004,8,Aug,Aug 2004,Q3,2004-08,11,Wed,3
2004-08-12,2004,8,Aug,Aug 2004,Q3,2004-08,12,Thu,4
2004-08-13,2004,8,Aug,Aug 2004,Q3,2004-08,13,Fri,5
2004-08-14,2004,8,Aug,Aug 2004,Q3,2004-08,14,Sat,6
2004-08-15,2004,8,Aug,Aug 2004,Q3,2004-08,15,Sun,7
2004-08-16,2004,8,Aug,Aug 2004,Q3,2004-08,16,Mon,1
2004-08-17,2004,8,Aug,Aug 2004,Q3,2004-08,17,Tue,2
2004-08-18,2004,8,Aug,Aug 2004,Q3,2004-08,18,Wed,3
2004-08-19,2004,8,Aug,Aug 2004,Q3,2004-08,19,Thu,4
2004-08-20,2004,8,Aug,Aug 2004,Q3,2004-08,20,Fri,5
2004-08-21,2004,8,Aug,Aug 2004,Q3,2004-08,21,Sat,6
2004-08-22,2004,8,Aug,Aug 2004,Q3,2004-08,22,Sun,7
2004-08-23,2004,8,Aug,Aug 2004,Q3,2004-08,23,Mon,1
2004-08-24,2004,8,Aug,Aug 2004,Q3,2004-08,24,Tue,2
2004-08-25,2004,8,Aug,Aug 2004,Q3,2004-08,25,Wed,3
2004-08-26,2004,8,Aug,Aug 2004,Q3,2004-08,26,Thu,4
2004-08-27,2004,8,Aug,Aug 2004,Q3,2004-08,27,Fri,5
2004-08-28,2004,8,Aug,Aug 2004,Q3,2004-08,28,Sat,6
2004-08-29,2004,8,Aug,Aug 2004,Q3,2004-08,29,Sun,7
2004-08-30,2004,8,Aug,Aug 2004,Q3,2004-08,30,Mon,1
2004-08-31,2004,8,Aug,Aug 2004,Q3,2004-08,31,Tue,2
2004-09-01,2004,9,Sep,Sep 2004,Q3,2004-09,1,Wed,3
2004-09-02,2004,9,Sep,Sep 2004,Q3,2004-09,2,Thu,4
2004-09-03,2004,9,Sep,Sep 2004,Q3,2004-09,3,Fri,5
2004-09-04,2004,9,Sep,Sep 2004,Q3,2004-09,4,Sat,6
2004-09-05,2004,9,Sep,Sep 2004,Q3,2004-09,5,Sun,7
2004-09-06,2004,9,Sep,Sep 2004,Q3,2004-09,6,Mon,1
2004-09-07,2004,9,Sep,Sep 2004,Q3,2004-09,7,Tue,2
2004-09-08,2004,9,Sep,Sep 2004,Q3,2004-09,8,Wed,3
2004-09-09,2004,9,Sep,Sep 2004,Q3,2004-09,9,Thu,4
2004-09-10,2004,9,Sep,Sep 2004,Q3,2004-09,10,Fri,5
2004-09-11,2004,9,Sep,Sep 2004,Q3,2004-09,11,Sat,6
2004-09-12,2004,9,Sep,Sep 2004,Q3,2004-09,12,Sun,7
2004-09-13,2004,9,Sep,Sep 2004,Q3,2004-09,13,Mon,1
2004-09-14,2004,9,Sep,Sep 2004,Q3,2004-09,14,Tue,2
2004-09-15,2004,9,Sep,Sep 2004,Q3,2004-09,15,Wed,3
2004-09-16,2004,9,Sep,Sep 2004,Q3,2004-09,16,Thu,4
2004-09-17,2004,9,Sep,Sep 2004,Q3,2004-09,17,Fri,5
2004-09-18,2004,9,Sep,Sep 2004,Q3,2004-09,18,Sat,6
2004-09-19,2004,9,Sep,Sep 2004,Q3,2004-09,19,Sun,7
2004-09-20,2004,9,Sep,Sep 2004,Q3,2004-09,20,Mon,1
2004-09-21,2004,9,Sep,Sep 2004,Q3,2004-09,21,Tue,2
2004-09-22,2004,9,Sep,Sep 2004,Q3,2004-09,22,Wed,3
2004-09-23,2004,9,Sep,Sep 2004,Q3,2004-09,23,Thu,4
2004-09-24,2004,9,Sep,Sep 2004,Q3,2004-09,24,Fri,5
2004-09-25,2004,9,Sep,Sep 2004,Q3,2004-09,25,Sat,6
2004-09-26,2004,9,Sep,Sep 2004,Q3,2004-09,26,Sun,7
2004-09-27,2004,9,Sep,Sep 2004,Q3,2004-09,27,Mon,1
2004-09-28,2004,9,Sep,Sep 2004,Q3,2004-09,28,Tue,2
2004-09-29,2004,9,Sep,Sep 2004,Q3,2004-09,29,Wed,3
2004-09-30,2004,9,Sep,Sep 2004,Q3,2004-09,30,Thu,4
2004-10-01,2004,10,Oct,Oct 2004,Q4,2004-10,1,Fri,5
2004-10-02,2004,10,Oct,Oct 2004,Q4,2004-10,2,Sat,6
2004-10-03,2004,10,Oct,Oct 2004,Q4,2004-10,3,Sun,7
2004-10-04,2004,10,Oct,Oct 2004,Q4,2004-10,4,Mon,1
2004-10-05,2004,10,Oct,Oct 2004,Q4,2004-10,5,Tue,2
2004-10-06,2004,10,Oct,Oct 2004,Q4,2004-10,6,Wed,3
2004-10-07,2004,10,Oct,Oct 2004,Q4,2004-10,7,Thu,4
2004-10-08,2004,10,Oct,Oct 2004,Q4,2004-10,8,Fri,5
2004-10-09,2004,10,Oct,Oct 2004,Q4,2004-10,9,Sat,6
2004-10-10,2004,10,Oct,Oct 2004,Q4,2004-10,10,Sun,7
2004-10-11,2004,10,Oct,Oct 2004,Q4,2004-10,11,Mon,1
2004-10-12,2004,10,Oct,Oct 2004,Q4,2004-10,12,Tue,2
2004-10-13,2004,10,Oct,Oct 2004,Q4,2004-10,13,Wed,3
2004-10-14,2004,10,Oct,Oct 2004,Q4,2004-10,14,Thu,4
2004-10-15,2004,10,Oct,Oct 2004,Q4,2004-10,15,Fri,5
2004-10-16,2004,10,Oct,Oct 2004,Q4,2004-10,16,Sat,6
2004-10-17,2004,10,Oct,Oct 2004,Q4,2004-10,17,Sun,7
2004-10-18,2004,10,Oct,Oct 2004,Q4,2004-10,18,Mon,1
2004-10-19,2004,10,Oct,Oct 2004,Q4,2004-10,19,Tue,2
2004-10-20,2004,10,Oct,Oct 2004,Q4,2004-10,20,Wed,3
2004-10-21,2004,10,Oct,Oct 2004,Q4,2004-10,21,Thu,4
2004-10-22,2004,10,Oct,Oct 2004,Q4,2004-10,22,Fri,5
2004-10-23,2004,10,Oct,Oct 2004,Q4,2004-10,23,Sat,6
2004-10-24,2004,10,Oct,Oct 2004,Q4,2004-10,24,Sun,7
2004-10-25,2004,10,Oct,Oct 2004,Q4,2004-10,25,Mon,1
2004-10-26,2004,10,Oct,Oct 2004,Q4,2004-10,26,Tue,2
2004-10-27,2004,10,Oct,Oct 2004,Q4,2004-10,27,Wed,3
2004-10-28,2004,10,Oct,Oct 2004,Q4,2004-10,28,Thu,4
2004-10-29,2004,10,Oct,Oct 2004,Q4,2004-10,29,Fri,5
2004-10-30,2004,10,Oct,Oct 2004,Q4,2004-10,30,Sat,6
2004-10-31,2004,10,Oct,Oct 2004,Q4,2004-10,31,Sun,7
2004-11-01,2004,11,Nov,Nov 2004,Q4,2004-11,1,Mon,1
2004-11-02,2004,11,Nov,Nov 2004,Q4,2004-11,2,Tue,2
2004-11-03,2004,11,Nov,Nov 2004,Q4,2004-11,3,Wed,3
2004-11-04,2004,11,Nov,Nov 2004,Q4,2004-11,4,Thu,4
2004-11-05,2004,11,Nov,Nov 2004,Q4,2004-11,5,Fri,5
2004-11-06,2004,11,Nov,Nov 2004,Q4,2004-11,6,Sat,6
2004-11-07,2004,11,Nov,Nov 2004,Q4,2004-11,7,Sun,7
2004-11-08,2004,11,Nov,Nov 2004,Q4,2004-11,8,Mon,1
2004-11-09,2004,11,Nov,Nov 2004,Q4,2004-11,9,Tue,2
2004-11-10,2004,11,Nov,Nov 2004,Q4,2004-11,10,Wed,3
2004-11-11,2004,11,Nov,Nov 2004,Q4,2004-11,11,Thu,4
2004-11-12,2004,11,Nov,Nov 2004,Q4,2004-11,12,Fri,5
2004-11-13,2004,11,Nov,Nov 2004,Q4,2004-11,13,Sat,6
2004-11-14,2004,11,Nov,Nov 2004,Q4,2004-11,14,Sun,7
2004-11-15,2004,11,Nov,Nov 2004,Q4,2004-11,15,Mon,1
2004-11-16,2004,11,Nov,Nov 2004,Q4,2004-11,16,Tue,2
2004-11-17,2004,11,Nov,Nov 2004,Q4,2004-11,17,Wed,3
2004-11-18,2004,11,Nov,Nov 2004,Q4,2004-11,18,Thu,4
2004-11-19,2004,11,Nov,Nov 2004,Q4,2004-11,19,Fri,5
2004-11-20,2004,11,Nov,Nov 2004,Q4,2004-11,20,Sat,6
2004-11-21,2004,11,Nov,Nov 2004,Q4,2004-11,21,Sun,7
2004-11-22,2004,11,Nov,Nov 2004,Q4,2004-11,22,Mon,1
2004-11-23,2004,11,Nov,Nov 2004,Q4,2004-11,23,Tue,2
2004-11-24,2004,11,Nov,Nov 2004,Q4,2004-11,24,Wed,3
2004-11-25,2004,11,Nov,Nov 2004,Q4,2004-11,25,Thu,4
2004-11-26,2004,11,Nov,Nov 2004,Q4,2004-11,26,Fri,5
2004-11-27,2004,11,Nov,Nov 2004,Q4,2004-11,27,Sat,6
2004-11-28,2004,11,Nov,Nov 2004,Q4,2004-11,28,Sun,7
2004-11-29,2004,11,Nov,Nov 2004,Q4,2004-11,29,Mon,1
2004-11-30,2004,11,Nov,Nov 2004,Q4,2004-11,30,Tue,2
2004-12-01,2004,12,Dec,Dec 2004,Q4,2004-12,1,Wed,3
2004-12-02,2004,12,Dec,Dec 2004,Q4,2004-12,2,Thu,4
2004-12-03,2004,12,Dec,Dec 2004,Q4,2004-12,3,Fri,5
2004-12-04,2004,12,Dec,Dec 2004,Q4,2004-12,4,Sat,6
2004-12-05,2004,12,Dec,Dec 2004,Q4,2004-12,5,Sun,7
2004-12-06,2004,12,Dec,Dec 2004,Q4,2004-12,6,Mon,1
2004-12-07,2004,12,Dec,Dec 2004,Q4,2004-12,7,Tue,2
2004-12-08,2004,12,Dec,Dec 2004,Q4,2004-12,8,Wed,3
2004-12-09,2004,12,Dec,Dec 2004,Q4,2004-12,9,Thu,4
2004-12-10,2004,12,Dec,Dec 2004,Q4,2004-12,10,Fri,5
2004-12-11,2004,12,Dec,Dec 2004,Q4,2004-12,11,Sat,6
2004-12-12,2004,12,Dec,Dec 2004,Q4,2004-12,12,Sun,7
2004-12-13,2004,12,Dec,Dec 2004,Q4,2004-12,13,Mon,1
2004-12-14,2004,12,Dec,Dec 2004,Q4,2004-12,14,Tue,2
2004-12-15,2004,12,Dec,Dec 2004,Q4,2004-12,15,Wed,3
2004-12-16,2004,12,Dec,Dec 2004,Q4,2004-12,16,Thu,4
2004-12-17,2004,12,Dec,Dec 2004,Q4,2004-12,17,Fri,5
2004-12-18,2004,12,Dec,Dec 2004,Q4,2004-12,18,Sat,6
2004-12-19,2004,12,Dec,Dec 2004,Q4,2004-12,19,Sun,7
2004-12-20,2004,12,Dec,Dec 2004,Q4,2004-12,20,Mon,1
2004-12-21,2004,12,Dec,Dec 2004,Q4,2004-12,21,Tue,2
2004-12-22,2004,12,Dec,Dec 2004,Q4,2004-12,22,Wed,3
2004-12-23,2004,12,Dec,Dec 2004,Q4,2004-12,23,Thu,4
2004-12-24,2004,12,Dec,Dec 2004,Q4,2004-12,24,Fri,5
2004-12-25,2004,12,Dec,Dec 2004,Q4,2004-12,25,Sat,6
2004-12-26,2004,12,Dec,Dec 2004,Q4,2004-12,26,Sun,7
2004-12-27,2004,12,Dec,Dec 2004,Q4,2004-12,27,Mon,1
2004-12-28,2004,12,Dec,Dec 2004,Q4,2004-12,28,Tue,2
2004-12-29,2004,12,Dec,Dec 2004,Q4,2004-12,29,Wed,3
2004-12-30,2004,12,Dec,Dec 2004,Q4,2004-12,30,Thu,4
2004-12-31,2004,12,Dec,Dec 2004,Q4,2004-12,31,Fri,5
2005-01-01,2005,1,Jan,Jan 2005,Q1,2005-01,1,Sat,6
2005-01-02,2005,1,Jan,Jan 2005,Q1,2005-01,2,Sun,7
2005-01-03,2005,1,Jan,Jan 2005,Q1,2005-01,3,Mon,1
2005-01-04,2005,1,Jan,Jan 2005,Q1,2005-01,4,Tue,2
2005-01-05,2005,1,Jan,Jan 2005,Q1,2005-01,5,Wed,3
2005-01-06,2005,1,Jan,Jan 2005,Q1,2005-01,6,Thu,4
2005-01-07,2005,1,Jan,Jan 2005,Q1,2005-01,7,Fri,5
2005-01-08,2005,1,Jan,Jan 2005,Q1,2005-01,8,Sat,6
2005-01-09,2005,1,Jan,Jan 2005,Q1,2005-01,9,Sun,7
2005-01-10,2005,1,Jan,Jan 2005,Q1,2005-01,10,Mon,1
2005-01-11,2005,1,Jan,Jan 2005,Q1,2005-01,11,Tue,2
2005-01-12,2005,1,Jan,Jan 2005,Q1,2005-01,12,Wed,3
2005-01-13,2005,1,Jan,Jan 2005,Q1,2005-01,13,Thu,4
2005-01-14,2005,1,Jan,Jan 2005,Q1,2005-01,14,Fri,5
2005-01-15,2005,1,Jan,Jan 2005,Q1,2005-01,15,Sat,6
2005-01-16,2005,1,Jan,Jan 2005,Q1,2005-01,16,Sun,7
2005-01-17,2005,1,Jan,Jan 2005,Q1,2005-01,17,Mon,1
2005-01-18,2005,1,Jan,Jan 2005,Q1,2005-01,18,Tue,2
2005-01-19,2005,1,Jan,Jan 2005,Q1,2005-01,19,Wed,3
2005-01-20,2005,1,Jan,Jan 2005,Q1,2005-01,20,Thu,4
2005-01-21,2005,1,Jan,Jan 2005,Q1,2005-01,21,Fri,5
2005-01-22,2005,1,Jan,Jan 2005,Q1,2005-01,22,Sat,6
2005-01-23,2005,1,Jan,Jan 2005,Q1,2005-01,23,Sun,7
2005-01-24,2005,1,Jan,Jan 2005,Q1,2005-01,24,Mon,1
2005-01-25,2005,1,Jan,Jan 2005,Q1,2005-01,25,Tue,2
2005-01-26,2005,1,Jan,Jan 2005,Q1,2005-01,26,Wed,3
2005-01-27,2005,1,Jan,Jan 2005,Q1,2005-01,27,Thu,4
2005-01-28,2005,1,Jan,Jan 2005,Q1,2005-01,28,Fri,5
2005-01-29,2005,1,Jan,Jan 2005,Q1,2005-01,29,Sat,6
2005-01-30,2005,1,Jan,Jan 2005,Q1,2005-01,30,Sun,7
2005-01-31,2005,1,Jan,Jan 2005,Q1,2005-01,31,Mon,1
2005-02-01,2005,2,Feb,Feb 2005,Q1,2005-02,1,Tue,2
2005-02-02,2005,2,Feb,Feb 2005,Q1,2005-02,2,Wed,3
2005-02-03,2005,2,Feb,Feb 2005,Q1,2005-02,3,Thu,4
2005-02-04,2005,2,Feb,Feb 2005,Q1,2005-02,4,Fri,5
2005-02-05,2005,2,Feb,Feb 2005,Q1,2005-02,5,Sat,6
2005-02-06,2005,2,Feb,Feb 2005,Q1,2005-02,6,Sun,7
2005-02-07,2005,2,Feb,Feb 2005,Q1,2005-02,7,Mon,1
2005-02-08,2005,2,Feb,Feb 2005,Q1,2005-02,8,Tue,2
2005-02-09,2005,2,Feb,Feb 2005,Q1,2005-02,9,Wed,3
2005-02-10,2005,2,Feb,Feb 2005,Q1,2005-02,10,Thu,4
2005-02-11,2005,2,Feb,Feb 2005,Q1,2005-02,11,Fri,5
2005-02-12,2005,2,Feb,Feb 2005,Q1,2005-02,12,Sat,6
2005-02-13,2005,2,Feb,Feb 2005,Q1,2005-02,13,Sun,7
2005-02-14,2005,2,Feb,Feb 2005,Q1,2005-02,14,Mon,1
2005-02-15,2005,2,Feb,Feb 2005,Q1,2005-02,15,Tue,2
2005-02-16,2005,2,Feb,Feb 2005,Q1,2005-02,16,Wed,3
2005-02-17,2005,2,Feb,Feb 2005,Q1,2005-02,17,Thu,4
2005-02-18,2005,2,Feb,Feb 2005,Q1,2005-02,18,Fri,5
2005-02-19,2005,2,Feb,Feb 2005,Q1,2005-02,19,Sat,6
2005-02-20,2005,2,Feb,Feb 2005,Q1,2005-02,20,Sun,7
2005-02-21,2005,2,Feb,Feb 2005,Q1,2005-02,21,Mon,1
2005-02-22,2005,2,Feb,Feb 2005,Q1,2005-02,22,Tue,2
2005-02-23,2005,2,Feb,Feb 2005,Q1,2005-02,23,Wed,3
2005-02-24,2005,2,Feb,Feb 2005,Q1,2005-02,24,Thu,4
2005-02-25,2005,2,Feb,Feb 2005,Q1,2005-02,25,Fri,5
2005-02-26,2005,2,Feb,Feb 2005,Q1,2005-02,26,Sat,6
2005-02-27,2005,2,Feb,Feb 2005,Q1,2005-02,27,Sun,7
2005-02-28,2005,2,Feb,Feb 2005,Q1,2005-02,28,Mon,1
2005-03-01,2005,3,Mar,Mar 2005,Q1,2005-03,1,Tue,2
2005-03-02,2005,3,Mar,Mar 2005,Q1,2005-03,2,Wed,3
2005-03-03,2005,3,Mar,Mar 2005,Q1,2005-03,3,Thu,4
2005-03-04,2005,3,Mar,Mar 2005,Q1,2005-03,4,Fri,5
2005-03-05,2005,3,Mar,Mar 2005,Q1,2005-03,5,Sat,6
2005-03-06,2005,3,Mar,Mar 2005,Q1,2005-03,6,Sun,7
2005-03-07,2005,3,Mar,Mar 2005,Q1,2005-03,7,Mon,1
2005-03-08,2005,3,Mar,Mar 2005,Q1,2005-03,8,Tue,2
2005-03-09,2005,3,Mar,Mar 2005,Q1,2005-03,9,Wed,3
2005-03-10,2005,3,Mar,Mar 2005,Q1,2005-03,10,Thu,4
2005-03-11,2005,3,Mar,Mar 2005,Q1,2005-03,11,Fri,5
2005-03-12,2005,3,Mar,Mar 2005,Q1,2005-03,12,Sat,6
2005-03-13,2005,3,Mar,Mar 2005,Q1,2005-03,13,Sun,7
2005-03-14,2005,3,Mar,Mar 2005,Q1,2005-03,14,Mon,1
2005-03-15,2005,3,Mar,Mar 2005,Q1,2005-03,15,Tue,2
2005-03-16,2005,3,Mar,Mar 2005,Q1,2005-03,16,Wed,3
2005-03-17,2005,3,Mar,Mar 2005,Q1,2005-03,17,Thu,4
2005-03-18,2005,3,Mar,Mar 2005,Q1,2005-03,18,Fri,5
2005-03-19,2005,3,Mar,Mar 2005,Q1,2005-03,19,Sat,6
2005-03-20,2005,3,Mar,Mar 2005,Q1,2005-03,20,Sun,7
2005-03-21,2005,3,Mar,Mar 2005,Q1,2005-03,21,Mon,1
2005-03-22,2005,3,Mar,Mar 2005,Q1,2005-03,22,Tue,2
2005-03-23,2005,3,Mar,Mar 2005,Q1,2005-03,23,Wed,3
2005-03-24,2005,3,Mar,Mar 2005,Q1,2005-03,24,Thu,4
2005-03-25,2005,3,Mar,Mar 2005,Q1,2005-03,25,Fri,5
2005-03-26,2005,3,Mar,Mar 2005,Q1,2005-03,26,Sat,6
