SalesOrderNumber,SalesOrderLineNumber,ProductKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,OrderDateKey,DueDateKey,ShipDateKey,OrderQuantity,UnitPrice,ExtendedAmount,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber
SO10108,2,70,95,1,3,5,20240717,20240724,20240721,5,36.49,182.45,0.0,13.17,65.85,182.45,15.05,2.8,TRK282237,PO870786
SO10108,1,16,132,1,1,3,20241012,20241019,20241014,2,566.54,1133.08,0.0,321.39,642.78,1133.08,93.48,16.8,TRK446620,PO588983
SO10109,3,6,40,3,3,5,20250903,20250906,20250910,1,2100.96,2100.96,210.1,1401.2,1401.2,1890.86,156.0,71.8,TRK614379,PO928278
SO10109,2,46,147,2,4,6,20241121,20241127,20241123,1,695.66,695.66,34.78,470.4,470.4,660.88,54.52,16.93,TRK536135,PO669460
SO10110,4,52,138,1,4,6,20240806,20240814,20240809,1,21.61,21.61,0.0,8.05,8.05,21.61,1.78,0.45,TRK688602,PO963699
SO10111,1,15,3,1,1,1,20240903,20240909,20240904,3,570.02,1710.06,0.0,315.14,945.42,1710.06,141.08,52.12,TRK504620,PO369054
SO10111,2,37,139,3,4,6,20250118,20250128,20250122,1,829.09,829.09,82.91,471.59,471.59,746.18,61.56,8.44,TRK435872,PO638857
SO10111,2,13,22,4,3,5,20250704,20250707,20250710,1,579.5,579.5,86.92,301.9,301.9,492.58,40.64,5.89,TRK818699,PO544815
SO10112,3,27,27,3,4,6,20250321,20250325,20250327,2,2351.92,4703.84,470.38,1624.05,3248.1,4233.46,349.26,129.46,TRK139726,PO191772
SO10112,4,7,19,2,4,6,20250725,20250729,20250730,1,1525.01,1525.01,76.25,904.22,904.22,1448.76,119.52,50.2,TRK506881,PO573039
SO10112,1,56,104,1,2,4,20251120,20251124,20251125,2,51.95,103.9,0.0,21.17,42.34,103.9,8.57,1.06,TRK892682,PO882186
SO10113,1,6,150,3,1,3,20250101,20250105,20250104,3,2100.96,6302.88,630.29,1401.2,4203.6,5672.59,467.99,190.64,TRK395192,PO902448
SO10114,4,49,113,3,1,3,20240201,20240211,20240203,2,800.9,1601.8,160.18,463.15,926.3,1441.62,118.93,37.49,TRK935474,PO936223
SO10115,1,38,140,1,4,6,20251124,20251202,20251125,3,2443.29,7329.87,0.0,1457.25,4371.75,7329.87,604.71,195.02,TRK143802,PO105274
SO10115,3,51,147,1,4,6,20240328,20240404,20240330,4,7.37,29.48,0.0,2.07,8.28,29.48,2.43,0.96,TRK322022,PO532699
SO10115,1,19,132,1,1,3,20250923,20250930,20250925,1,3766.58,3766.58,0.0,2212.17,2212.17,3766.58,310.74,50.62,TRK992744,PO887524
SO10115,4,60,141,1,3,5,20241024,20241028,20241027,5,49.85,249.25,0.0,20.78,103.9,249.25,20.56,3.23,TRK446922,PO474486
SO10116,3,31,33,1,2,4,20240312,20240318,20240315,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,20.72,TRK827143,PO712546
SO10117,4,47,40,4,3,5,20240621,20240624,20240624,1,776.68,776.68,116.5,455.26,455.26,660.18,54.46,11.48,TRK390119,PO980919
SO10118,1,18,93,2,1,2,20250506,20250516,20250510,3,529.51,1588.53,79.43,312.58,937.74,1509.1,124.5,31.33,TRK284308,PO776909
SO10119,1,36,21,3,4,6,20240720,20240727,20240726,1,745.84,745.84,74.58,520.44,520.44,671.26,55.38,24.56,TRK119535,PO990856
SO10120,4,4,130,1,1,1,20250827,20250902,20250828,2,2338.05,4676.1,0.0,1307.47,2614.94,4676.1,385.78,124.14,TRK785672,PO912853
SO10121,4,47,39,1,3,5,20250826,20250902,20250828,2,776.68,1553.36,0.0,455.26,910.52,1553.36,128.15,37.19,TRK481540,PO626560
SO10122,2,31,3,1,1,1,20250610,20250615,20250614,2,843.25,1686.5,0.0,496.89,993.78,1686.5,139.14,24.92,TRK871667,PO867562
SO10123,2,46,124,1,2,4,20250514,20250520,20250515,1,695.66,695.66,0.0,470.4,470.4,695.66,57.39,12.47,TRK643042,PO929906
SO10123,3,50,93,3,1,2,20240217,20240220,20240223,3,37.64,112.92,11.29,13.75,41.25,101.63,8.38,2.0,TRK975427,PO877948
SO10123,1,70,68,1,3,5,20251031,20251109,20251103,4,36.49,145.96,0.0,13.17,52.68,145.96,12.04,4.03,TRK641760,PO363807
SO10124,2,29,97,1,1,1,20241219,20241229,20241226,2,740.85,1481.7,0.0,503.82,1007.64,1481.7,122.24,36.25,TRK561267,PO273650
SO10125,1,10,59,1,3,5,20240804,20240809,20240806,2,1731.69,3463.38,0.0,874.99,1749.98,3463.38,285.73,50.98,TRK793223,PO341535
SO10126,4,43,107,1,4,6,20251122,20251202,20251126,3,2345.63,7036.89,0.0,1415.45,4246.35,7036.89,580.54,114.85,TRK123536,PO355506
SO10127,2,17,12,1,1,3,20240517,20240520,20240522,2,543.13,1086.26,0.0,333.47,666.94,1086.26,89.62,15.65,TRK641737,PO525151
SO10127,4,3,145,2,1,3,20241017,20241021,20241019,3,2283.24,6849.72,342.49,1439.58,4318.74,6507.23,536.85,152.76,TRK278852,PO330019
SO10128,4,19,106,3,2,4,20240705,20240712,20240707,2,3766.58,7533.16,753.32,2212.17,4424.34,6779.84,559.34,215.09,TRK725510,PO719284
SO10128,4,30,18,1,3,5,20240421,20240424,20240423,2,739.88,1479.76,0.0,476.63,953.26,1479.76,122.08,38.0,TRK966662,PO256826
SO10128,1,23,25,3,4,6,20250906,20250909,20250913,2,2278.75,4557.5,455.75,1453.1,2906.2,4101.75,338.39,106.41,TRK605666,PO791423
SO10128,4,70,34,3,2,4,20251125,20251204,20251130,1,36.49,36.49,3.65,13.17,13.17,32.84,2.71,0.74,TRK340633,PO941272
SO10129,2,49,124,1,2,4,20250812,20250816,20250816,1,800.9,800.9,0.0,463.15,463.15,800.9,66.07,11.23,TRK187889,PO397026
SO10129,3,53,140,1,4,6,20240108,20240112,20240113,2,47.17,94.34,0.0,22.5,45.0,94.34,7.78,0.96,TRK528705,PO479867
SO10130,3,20,28,1,1,2,20240916,20240923,20240923,2,3785.07,7570.14,0.0,2197.87,4395.74,7570.14,624.54,197.45,TRK813666,PO516760
SO10131,3,53,53,2,1,1,20250509,20250514,20250512,4,47.17,188.68,9.43,22.5,90.0,179.25,14.79,4.8,TRK705711,PO461083
SO10132,2,18,102,1,3,5,20240823,20240902,20240830,3,529.51,1588.53,0.0,312.58,937.74,1588.53,131.05,49.21,TRK633036,PO520018
SO10133,4,7,87,1,1,2,20251013,20251016,20251020,1,1525.01,1525.01,0.0,904.22,904.22,1525.01,125.81,19.42,TRK192422,PO167193
SO10134,1,29,68,1,3,5,20240208,20240217,20240212,1,740.85,740.85,0.0,503.82,503.82,740.85,61.12,21.05,TRK911187,PO960072
SO10135,2,64,45,1,1,2,20251103,20251110,20251105,3,45.23,135.69,0.0,23.51,70.53,135.69,11.19,1.49,TRK745073,PO277715
SO10136,4,47,10,1,3,5,20240610,20240614,20240613,1,776.68,776.68,0.0,455.26,455.26,776.68,64.08,25.93,TRK525146,PO714549
SO10136,3,67,52,2,2,4,20240311,20240315,20240316,1,68.93,68.93,3.45,28.93,28.93,65.48,5.4,1.21,TRK464354,PO955129
SO10137,1,29,71,4,4,6,20250410,20250419,20250415,2,740.85,1481.7,222.25,503.82,1007.64,1259.45,103.9,12.77,TRK685766,PO175902
SO10138,4,38,129,4,4,6,20250609,20250616,20250614,1,2443.29,2443.29,366.49,1457.25,1457.25,2076.8,171.34,71.43,TRK495397,PO690525
SO10139,3,32,124,4,2,4,20250414,20250424,20250419,1,789.13,789.13,118.37,500.36,500.36,670.76,55.34,24.05,TRK170835,PO501261
SO10140,1,30,57,1,3,5,20241227,20241230,20250102,1,739.88,739.88,0.0,476.63,476.63,739.88,61.04,25.87,TRK518309,PO806423
SO10141,2,10,88,3,1,2,20250502,20250510,20250505,2,1731.69,3463.38,346.34,874.99,1749.98,3117.04,257.16,51.61,TRK882401,PO816289
SO10141,3,64,49,1,4,6,20240904,20240911,20240906,5,45.23,226.15,0.0,23.51,117.55,226.15,18.66,3.82,TRK263573,PO916776
SO10141,1,16,28,1,1,2,20251110,20251120,20251115,1,566.54,566.54,0.0,321.39,321.39,566.54,46.74,5.78,TRK989203,PO605719
SO10141,3,41,96,3,1,3,20250811,20250818,20250815,2,2407.41,4814.82,481.48,1425.74,2851.48,4333.34,357.5,67.11,TRK517206,PO332881
SO10142,2,17,148,1,2,4,20250309,20250319,20250314,1,543.13,543.13,0.0,333.47,333.47,543.13,44.81,5.96,TRK579404,PO226215
SO10143,3,59,133,1,1,1,20240113,20240119,20240117,2,47.42,94.84,0.0,22.49,44.98,94.84,7.82,2.6,TRK296243,PO675210
SO10144,4,31,68,1,3,5,20250919,20250927,20250922,1,843.25,843.25,0.0,496.89,496.89,843.25,69.57,13.09,TRK834750,PO888734
SO10144,3,47,96,1,1,3,20240703,20240708,20240708,2,776.68,1553.36,0.0,455.26,910.52,1553.36,128.15,47.5,TRK943146,PO347259
SO10145,2,56,143,1,4,6,20240602,20240612,20240609,3,51.95,155.85,0.0,21.17,63.51,155.85,12.86,1.6,TRK990649,PO761286
SO10146,4,69,133,1,1,1,20250513,20250520,20250516,5,32.59,162.95,0.0,14.58,72.9,162.95,13.44,4.38,TRK203782,PO824087
SO10147,3,8,42,2,3,5,20250502,20250506,20250506,1,1689.57,1689.57,84.48,956.83,956.83,1605.09,132.42,51.91,TRK687569,PO684572
SO10148,2,45,66,1,3,5,20241225,20241231,20241230,1,693.43,693.43,0.0,427.6,427.6,693.43,57.21,18.91,TRK918213,PO398433
SO10149,2,42,91,1,2,4,20250402,20250406,20250406,3,2416.26,7248.78,0.0,1576.33,4728.99,7248.78,598.02,205.94,TRK275715,PO771697
SO10150,3,54,87,1,1,2,20250218,20250222,20250219,5,45.95,229.75,0.0,21.77,108.85,229.75,18.95,3.41,TRK784733,PO405509
SO10150,2,51,69,3,4,6,20250106,20250116,20250110,2,7.37,14.74,1.47,2.07,4.14,13.27,1.09,0.2,TRK863124,PO346024
SO10151,1,11,65,1,2,4,20240415,20240419,20240416,1,1730.74,1730.74,0.0,980.12,980.12,1730.74,142.79,65.95,TRK127645,PO908382
SO10151,3,68,102,1,3,5,20250924,20250929,20250925,1,32.68,32.68,0.0,13.97,13.97,32.68,2.7,0.97,TRK340497,PO359414
SO10152,3,57,73,1,1,1,20250623,20250628,20250624,5,49.0,245.0,0.0,20.87,104.35,245.0,20.21,2.71,TRK599284,PO589887
SO10153,4,35,139,1,4,6,20250706,20250711,20250711,2,758.91,1517.82,0.0,467.94,935.88,1517.82,125.22,42.39,TRK648887,PO770864
SO10154,2,40,137,1,2,4,20240820,20240824,20240824,1,2294.32,2294.32,0.0,1421.92,1421.92,2294.32,189.28,44.13,TRK418319,PO111068
SO10154,4,67,1,1,2,4,20250425,20250428,20250501,2,68.93,137.86,0.0,28.93,57.86,137.86,11.37,5.19,TRK414164,PO109576
SO10155,4,38,111,1,4,6,20240108,20240116,20240110,2,2443.29,4886.58,0.0,1457.25,2914.5,4886.58,403.14,109.23,TRK362035,PO271200
SO10155,3,49,100,1,1,2,20250308,20250314,20250313,1,800.9,800.9,0.0,463.15,463.15,800.9,66.07,26.38,TRK398505,PO779956
SO10156,4,35,137,1,2,4,20240311,20240316,20240313,2,758.91,1517.82,0.0,467.94,935.88,1517.82,125.22,28.36,TRK385353,PO834498
SO10157,2,25,126,1,1,2,20240220,20240223,20240222,1,2496.04,2496.04,0.0,1485.17,1485.17,2496.04,205.92,97.77,TRK849937,PO559713
SO10157,4,30,3,1,1,1,20250520,20250526,20250523,1,739.88,739.88,0.0,476.63,476.63,739.88,61.04,16.73,TRK489438,PO586208
SO10158,4,43,9,3,3,5,20240529,20240601,20240601,1,2345.63,2345.63,234.56,1415.45,1415.45,2111.07,174.16,70.23,TRK290425,PO301528
SO10159,1,49,65,1,2,4,20240911,20240920,20240918,1,800.9,800.9,0.0,463.15,463.15,800.9,66.07,31.43,TRK308855,PO583220
SO10159,2,67,25,4,4,6,20250429,20250508,20250505,5,68.93,344.65,51.7,28.93,144.65,292.95,24.17,11.38,TRK759726,PO863611
SO10160,2,67,11,1,3,5,20251015,20251022,20251017,1,68.93,68.93,0.0,28.93,28.93,68.93,5.69,1.43,TRK218414,PO347428
SO10161,1,42,112,1,4,6,20241009,20241013,20241013,1,2416.26,2416.26,0.0,1576.33,1576.33,2416.26,199.34,81.37,TRK709303,PO921533
SO10162,1,20,122,2,1,2,20240911,20240916,20240915,1,3785.07,3785.07,189.25,2197.87,2197.87,3595.82,296.66,45.82,TRK162678,PO472787
SO10162,4,69,40,1,3,5,20240826,20240903,20240831,1,32.59,32.59,0.0,14.58,14.58,32.59,2.69,1.1,TRK868804,PO302338
SO10163,4,49,6,2,1,2,20240913,20240916,20240917,1,800.9,800.9,40.05,463.15,463.15,760.85,62.77,23.74,TRK298994,PO694229
SO10163,2,70,48,1,1,3,20250424,20250501,20250501,2,36.49,72.98,0.0,13.17,26.34,72.98,6.02,2.55,TRK172222,PO656937
SO10164,4,58,40,2,3,5,20250708,20250716,20250712,2,52.24,104.48,5.22,23.3,46.6,99.26,8.19,0.99,TRK869295,PO294546
SO10165,2,47,5,1,2,4,20240305,20240314,20240307,2,776.68,1553.36,0.0,455.26,910.52,1553.36,128.15,39.96,TRK742818,PO396882
SO10166,1,53,83,1,1,1,20240408,20240412,20240409,5,47.17,235.85,0.0,22.5,112.5,235.85,19.46,8.27,TRK311895,PO212255
SO10167,3,25,125,1,1,2,20251019,20251028,20251025,1,2496.04,2496.04,0.0,1485.17,1485.17,2496.04,205.92,61.65,TRK151470,PO484150
SO10167,1,10,57,3,3,5,20240801,20240811,20240808,1,1731.69,1731.69,173.17,874.99,874.99,1558.52,128.58,19.32,TRK478458,PO685126
SO10168,3,48,107,1,4,6,20250923,20250930,20250928,3,690.18,2070.54,0.0,452.27,1356.81,2070.54,170.82,23.23,TRK181721,PO326387
SO10168,2,13,133,2,1,1,20250628,20250707,20250630,1,579.5,579.5,28.98,301.9,301.9,550.52,45.42,8.69,TRK685549,PO885587
SO10168,1,54,143,1,4,6,20251015,20251023,20251021,5,45.95,229.75,0.0,21.77,108.85,229.75,18.95,5.46,TRK274912,PO930956
SO10169,3,52,47,1,2,4,20240610,20240620,20240613,4,21.61,86.44,0.0,8.05,32.2,86.44,7.13,3.2,TRK985893,PO489776
SO10169,3,56,106,1,2,4,20240903,20240909,20240907,5,51.95,259.75,0.0,21.17,105.85,259.75,21.43,8.56,TRK477496,PO574379
SO10169,1,51,115,2,1,3,20241018,20241021,20241023,1,7.37,7.37,0.37,2.07,2.07,7.0,0.58,0.1,TRK414922,PO332665
SO10170,2,41,55,2,1,2,20241009,20241014,20241010,1,2407.41,2407.41,120.37,1425.74,1425.74,2287.04,188.68,25.46,TRK377860,PO484914
SO10170,1,32,150,1,1,3,20241103,20241107,20241108,1,789.13,789.13,0.0,500.36,500.36,789.13,65.1,17.36,TRK858729,PO440464
SO10171,4,23,124,3,2,4,20250813,20250817,20250818,2,2278.75,4557.5,455.75,1453.1,2906.2,4101.75,338.39,120.05,TRK182289,PO918017
SO10171,1,43,15,3,2,4,20250320,20250329,20250327,1,2345.63,2345.63,234.56,1415.45,1415.45,2111.07,174.16,28.74,TRK764678,PO915182
SO10172,1,7,98,1,1,3,20241122,20241127,20241125,1,1525.01,1525.01,0.0,904.22,904.22,1525.01,125.81,38.24,TRK806357,PO867115
SO10173,2,58,101,1,1,2,20240402,20240408,20240406,4,52.24,208.96,0.0,23.3,93.2,208.96,17.24,3.91,TRK452497,PO186554
SO10173,2,7,122,1,1,2,20240328,20240406,20240402,2,1525.01,3050.02,0.0,904.22,1808.44,3050.02,251.63,70.26,TRK604283,PO686464
SO10173,3,63,51,1,1,1,20240719,20240725,20240721,3,45.08,135.24,0.0,21.38,64.14,135.24,11.16,1.64,TRK817999,PO703998
SO10174,1,15,23,1,1,1,20250109,20250117,20250111,3,570.02,1710.06,0.0,315.14,945.42,1710.06,141.08,33.56,TRK907069,PO419625
SO10174,2,45,44,3,1,1,20250328,20250402,20250401,2,693.43,1386.86,138.69,427.6,855.2,1248.17,102.97,14.16,TRK818651,PO491979
SO10175,3,11,40,2,3,5,20240905,20240910,20240912,1,1730.74,1730.74,86.54,980.12,980.12,1644.2,135.65,57.5,TRK827497,PO943349
SO10176,3,40,29,1,1,1,20241205,20241211,20241211,2,2294.32,4588.64,0.0,1421.92,2843.84,4588.64,378.56,119.95,TRK675458,PO606489
SO10177,3,3,37,1,2,4,20251110,20251113,20251113,2,2283.24,4566.48,0.0,1439.58,2879.16,4566.48,376.73,69.0,TRK155663,PO587546
SO10178,4,9,3,1,1,1,20251109,20251117,20251116,2,1576.2,3152.4,0.0,963.57,1927.14,3152.4,260.07,41.73,TRK342397,PO499194
SO10178,1,13,131,1,1,1,20250903,20250907,20250905,1,579.5,579.5,0.0,301.9,301.9,579.5,47.81,9.25,TRK141683,PO359409
SO10179,3,40,136,1,1,1,20240609,20240612,20240612,1,2294.32,2294.32,0.0,1421.92,1421.92,2294.32,189.28,70.04,TRK347678,PO625600
SO10180,3,8,71,1,4,6,20250131,20250203,20250205,3,1689.57,5068.71,0.0,956.83,2870.49,5068.71,418.17,195.01,TRK511929,PO788842
SO10181,3,12,36,1,1,1,20251125,20251201,20251129,3,1607.83,4823.49,0.0,897.63,2692.89,4823.49,397.94,83.02,TRK734775,PO445280
SO10181,2,70,115,1,1,3,20240521,20240527,20240528,2,36.49,72.98,0.0,13.17,26.34,72.98,6.02,1.03,TRK550955,PO907455
SO10181,1,21,38,1,1,1,20250629,20250703,20250701,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,72.16,TRK902616,PO434168
SO10182,2,53,106,1,2,4,20251014,20251021,20251016,2,47.17,94.34,0.0,22.5,45.0,94.34,7.78,3.15,TRK127470,PO899484
SO10183,4,30,69,1,4,6,20240127,20240204,20240128,2,739.88,1479.76,0.0,476.63,953.26,1479.76,122.08,45.35,TRK846606,PO781121
SO10184,1,24,96,1,1,3,20240520,20240525,20240522,2,2287.04,4574.08,0.0,1464.07,2928.14,4574.08,377.36,76.79,TRK382967,PO533108
SO10185,2,26,57,1,3,5,20250325,20250404,20250331,1,2392.26,2392.26,0.0,1447.45,1447.45,2392.26,197.36,47.24,TRK548324,PO524533
SO10186,1,49,11,1,3,5,20250918,20250921,20250923,3,800.9,2402.7,0.0,463.15,1389.45,2402.7,198.22,31.91,TRK357657,PO643899
SO10187,3,51,138,1,4,6,20250131,20250203,20250202,5,7.37,36.85,0.0,2.07,10.35,36.85,3.04,0.69,TRK911259,PO967823
SO10188,4,60,74,1,3,5,20250919,20250922,20250925,2,49.85,99.7,0.0,20.78,41.56,99.7,8.23,2.54,TRK194834,PO857750
SO10189,2,15,129,2,4,6,20250713,20250718,20250717,1,570.02,570.02,28.5,315.14,315.14,541.52,44.68,12.13,TRK575718,PO718990
SO10190,4,59,52,1,2,4,20251026,20251031,20251101,1,47.42,47.42,0.0,22.49,22.49,47.42,3.91,1.52,TRK764873,PO480573
SO10191,2,68,22,1,3,5,20250607,20250612,20250611,5,32.68,163.4,0.0,13.97,69.85,163.4,13.48,4.33,TRK451475,PO692960
SO10191,4,21,39,1,3,5,20240222,20240302,20240225,1,3695.11,3695.11,0.0,2013.24,2013.24,3695.11,304.85,71.26,TRK402808,PO756883
SO10191,1,16,47,4,2,4,20240104,20240111,20240105,1,566.54,566.54,84.98,321.39,321.39,481.56,39.73,11.44,TRK737517,PO617437
SO10192,2,28,61,1,4,6,20250409,20250418,20250413,2,2500.86,5001.72,0.0,1544.51,3089.02,5001.72,412.64,61.93,TRK673929,PO391622
SO10193,3,27,143,1,4,6,20240226,20240305,20240227,1,2351.92,2351.92,0.0,1624.05,1624.05,2351.92,194.03,33.78,TRK447195,PO191962
SO10193,2,14,13,4,1,1,20240614,20240621,20240619,2,504.81,1009.62,151.44,290.0,580.0,858.18,70.8,25.6,TRK577456,PO885734
SO10193,4,47,149,1,3,5,20241102,20241110,20241105,1,776.68,776.68,0.0,455.26,455.26,776.68,64.08,28.68,TRK984274,PO677210
SO10194,2,38,17,1,3,5,20241008,20241016,20241013,2,2443.29,4886.58,0.0,1457.25,2914.5,4886.58,403.14,109.52,TRK741784,PO161010
SO10195,3,68,28,1,1,2,20250911,20250918,20250915,1,32.68,32.68,0.0,13.97,13.97,32.68,2.7,0.92,TRK236014,PO744129
SO10196,3,64,145,2,1,3,20250524,20250603,20250531,4,45.23,180.92,9.05,23.51,94.04,171.87,14.18,2.65,TRK302957,PO101657
SO10197,1,4,31,1,2,4,20240430,20240506,20240507,2,2338.05,4676.1,0.0,1307.47,2614.94,4676.1,385.78,133.08,TRK450006,PO466634
SO10198,3,28,144,1,1,3,20241015,20241022,20241022,1,2500.86,2500.86,0.0,1544.51,1544.51,2500.86,206.32,30.1,TRK904291,PO106429
SO10199,3,43,30,1,2,4,20250805,20250808,20250812,1,2345.63,2345.63,0.0,1415.45,1415.45,2345.63,193.51,35.82,TRK805139,PO602381
SO10200,4,5,122,1,1,2,20240608,20240618,20240615,3,2172.52,6517.56,0.0,1294.67,3884.01,6517.56,537.7,170.17,TRK878656,PO158743
SO10201,3,39,134,2,4,6,20241119,20241122,20241121,2,2542.13,5084.26,254.21,1472.24,2944.48,4830.05,398.48,131.97,TRK169429,PO256557
SO10202,1,4,72,4,1,2,20251003,20251008,20251008,1,2338.05,2338.05,350.71,1307.47,1307.47,1987.34,163.96,55.98,TRK920347,PO888047
SO10203,3,41,79,1,1,3,20250227,20250303,20250303,3,2407.41,7222.23,0.0,1425.74,4277.22,7222.23,595.83,262.25,TRK326639,PO650607
SO10204,4,23,78,1,1,3,20240208,20240214,20240209,1,2278.75,2278.75,0.0,1453.1,1453.1,2278.75,188.0,53.13,TRK624344,PO261562
SO10204,1,44,49,2,4,6,20250620,20250627,20250627,2,801.07,1602.14,80.11,461.7,923.4,1522.03,125.57,30.17,TRK962074,PO641218
SO10205,1,27,34,1,2,4,20250131,20250204,20250201,3,2351.92,7055.76,0.0,1624.05,4872.15,7055.76,582.1,136.38,TRK449479,PO589554
SO10206,2,14,12,2,1,3,20241115,20241118,20241120,2,504.81,1009.62,50.48,290.0,580.0,959.14,79.13,31.42,TRK436467,PO310297
SO10207,1,37,50,1,1,2,20250327,20250331,20250330,1,829.09,829.09,0.0,471.59,471.59,829.09,68.4,12.0,TRK753205,PO686810
SO10207,3,14,132,1,1,3,20250716,20250724,20250719,1,504.81,504.81,0.0,290.0,290.0,504.81,41.65,7.19,TRK701969,PO356717
SO10208,1,10,44,1,1,1,20241212,20241222,20241213,1,1731.69,1731.69,0.0,874.99,874.99,1731.69,142.86,24.07,TRK211072,PO502233
SO10209,2,12,14,1,1,3,20250902,20250912,20250907,2,1607.83,3215.66,0.0,897.63,1795.26,3215.66,265.29,66.46,TRK847528,PO895242
SO10209,4,11,137,1,2,4,20240405,20240415,20240406,2,1730.74,3461.48,0.0,980.12,1960.24,3461.48,285.57,81.92,TRK593403,PO342948
SO10209,3,19,58,1,2,4,20250107,20250116,20250109,2,3766.58,7533.16,0.0,2212.17,4424.34,7533.16,621.49,233.44,TRK575301,PO611187
SO10209,2,9,8,1,2,4,20250505,20250515,20250512,2,1576.2,3152.4,0.0,963.57,1927.14,3152.4,260.07,47.68,TRK632623,PO207932
SO10210,2,14,104,1,2,4,20240313,20240320,20240318,1,504.81,504.81,0.0,290.0,290.0,504.81,41.65,12.03,TRK751034,PO355528
SO10211,4,21,141,1,3,5,20241214,20241220,20241221,2,3695.11,7390.22,0.0,2013.24,4026.48,7390.22,609.69,227.78,TRK694764,PO925571
SO10212,4,70,88,1,1,2,20251109,20251113,20251115,5,36.49,182.45,0.0,13.17,65.85,182.45,15.05,6.92,TRK219876,PO720928
SO10213,1,42,119,1,1,2,20250331,20250405,20250403,2,2416.26,4832.52,0.0,1576.33,3152.66,4832.52,398.68,186.9,TRK818807,PO953610
SO10213,1,42,98,1,1,3,20240303,20240307,20240305,2,2416.26,4832.52,0.0,1576.33,3152.66,4832.52,398.68,166.78,TRK893853,PO253852
SO10213,3,58,39,1,3,5,20250922,20251002,20250924,4,52.24,208.96,0.0,23.3,93.2,208.96,17.24,3.38,TRK697978,PO932932
SO10213,4,56,78,4,1,3,20241218,20241222,20241223,5,51.95,259.75,38.96,21.17,105.85,220.79,18.22,2.26,TRK988811,PO233751
SO10213,1,8,76,3,1,2,20240224,20240227,20240301,1,1689.57,1689.57,168.96,956.83,956.83,1520.61,125.45,40.75,TRK395917,PO132699
SO10214,2,56,61,1,4,6,20251002,20251010,20251008,5,51.95,259.75,0.0,21.17,105.85,259.75,21.43,5.58,TRK794668,PO281833
SO10214,2,18,122,1,1,2,20250103,20250112,20250105,1,529.51,529.51,0.0,312.58,312.58,529.51,43.68,9.88,TRK240800,PO112166
SO10215,4,3,19,2,4,6,20250513,20250522,20250515,1,2283.24,2283.24,114.16,1439.58,1439.58,2169.08,178.95,27.2,TRK578180,PO927251
SO10216,1,24,109,1,4,6,20250719,20250729,20250723,2,2287.04,4574.08,0.0,1464.07,2928.14,4574.08,377.36,94.5,TRK706012,PO622355
SO10217,3,65,61,1,4,6,20250713,20250721,20250714,2,68.94,137.88,0.0,28.43,56.86,137.88,11.38,5.43,TRK218661,PO708455
SO10218,1,11,124,2,2,4,20250623,20250630,20250627,1,1730.74,1730.74,86.54,980.12,980.12,1644.2,135.65,41.94,TRK357143,PO595401
SO10219,4,70,20,1,1,3,20240224,20240303,20240229,4,36.49,145.96,0.0,13.17,52.68,145.96,12.04,4.87,TRK701846,PO869460
SO10219,3,54,85,4,2,4,20241028,20241104,20241030,2,45.95,91.9,13.79,21.77,43.54,78.11,6.44,0.86,TRK862285,PO923154
SO10219,1,34,145,1,1,3,20250815,20250820,20250820,1,748.1,748.1,0.0,449.62,449.62,748.1,61.72,8.64,TRK400748,PO608307
SO10220,3,17,22,1,3,5,20241011,20241018,20241013,2,543.13,1086.26,0.0,333.47,666.94,1086.26,89.62,30.93,TRK114892,PO877444
SO10221,2,23,29,2,1,1,20251105,20251115,20251108,2,2278.75,4557.5,227.88,1453.1,2906.2,4329.62,357.19,148.23,TRK608473,PO289592
SO10221,4,5,136,4,1,1,20240528,20240602,20240604,1,2172.52,2172.52,325.88,1294.67,1294.67,1846.64,152.35,45.94,TRK349505,PO792759
SO10221,1,22,113,1,1,3,20241219,20241222,20241225,1,3422.23,3422.23,0.0,2097.84,2097.84,3422.23,282.33,61.37,TRK275741,PO586554
SO10222,3,61,103,1,4,6,20250629,20250705,20250703,2,51.06,102.12,0.0,22.14,44.28,102.12,8.42,3.12,TRK252200,PO656208
SO10223,1,2,112,3,4,6,20250404,20250413,20250410,1,2120.81,2120.81,212.08,1338.0,1338.0,1908.73,157.47,37.16,TRK202093,PO657101
SO10224,4,56,91,3,2,4,20241006,20241014,20241009,4,51.95,207.8,20.78,21.17,84.68,187.02,15.43,3.37,TRK583507,PO910707
SO10225,1,25,62,1,1,3,20240703,20240711,20240708,2,2496.04,4992.08,0.0,1485.17,2970.34,4992.08,411.85,51.5,TRK112542,PO531225
SO10226,1,68,26,1,3,5,20241225,20241231,20241231,1,32.68,32.68,0.0,13.97,13.97,32.68,2.7,0.6,TRK749485,PO196407
SO10227,2,28,15,1,2,4,20240502,20240506,20240509,2,2500.86,5001.72,0.0,1544.51,3089.02,5001.72,412.64,140.75,TRK216229,PO829445
SO10227,3,33,48,1,1,3,20240318,20240328,20240321,1,824.9,824.9,0.0,507.46,507.46,824.9,68.05,27.29,TRK369836,PO269833
